,index,tweet,tweet_text,clean_tweet
269,1302,"RT @Newsreportcom: #Coronavirus Latest:
- China has confirmed 31,211 cases of infection;
- 24 countries outside China have reported a combi…","#Coronavirus Latest:
- China has confirmed 31,211 cases of infection;
- 24 countries outside China have reported a combi",Coronavirus Latest China have confirm case of infection 24 country outside China have report combi
270,1247,"Coronavirus Live Updates: China Suspends Travel From More Cities, First Death Outside Epicenter Reported https://t.co/CdCkjYiSeW","Coronavirus Live Updates: China Suspends Travel From More Cities, First Death Outside Epicenter Reported ",Coronavirus Live Updates China Suspends Travel From More Cities First Death Outside Epicenter Reported
271,1160,Coronavirus Live Updates: Death Toll Reaches 56 as U.S. Finds Third Case - The New York Times: https://t.co/1ydWcg5Djg,Coronavirus Live Updates: Death Toll Reaches 56 as U.S. Finds Third Case - The New York Times,Coronavirus Live Updates Death Toll Reaches 56 a Finds Third Case The New York Times
272,1328,"RT @LFPress: Coronavirus: London public health officials bracing for 'high likelihood' virus will eventually be found here

https://t.co/gN…","Coronavirus: London public health officials bracing for 'high likelihood' virus will eventually be found here

",Coronavirus London public health official bracing for likelihood virus will eventually be found here
273,186,"Coronavirus: Man receives $3,500 medical bill for test after returning to US from China | The Independent https://t.co/RBNO9LGcDx","Coronavirus: Man receives $3,500 medical bill for test after returning to US from China | The Independent ",Coronavirus Man receives medical bill for test after return to US from China The Independent
274,1290,"Coronavirus Movie was made in 2011... It's a must-watch! #Contagion #coronarovirus #corona #Virus #VirusCorona
#Movie #Netflix #ChinaVirus https://t.co/zCLukKGTv5","Coronavirus Movie was made in 2011... It's a must-watch! #Contagion #coronarovirus #corona #Virus #VirusCorona
#Movie #Netflix #ChinaVirus ",Coronavirus Movie be make in 2011 It is Contagion coronarovirus corona Virus VirusCorona Movie Netflix ChinaVirus
275,651,"RT @mikegalsworthy: 裂 Coronavirus: Northern Italy goes into shutdown mode.

“Weddings and funerals have been suspended, as well as religiou…","裂 Coronavirus: Northern Italy goes into shutdown mode.

“Weddings and funerals have been suspended, as well as religiou",Coronavirus Northern Italy go into shutdown mode Weddings and funeral have be suspend a well a religiou
276,19,"RT @TomValletti: #Coronavirus On a train in Italy. A teenage Chinese boy boards the train. A woman comments loudly: “There you go, we are a…","#Coronavirus On a train in Italy. A teenage Chinese boy boards the train. A woman comments loudly: “There you go, we are a",Coronavirus On train in Italy teenage Chinese boy board the train woman comment loudly There you go we be
277,603,RT @edunkel: Coronavirus: Quebec trying to determine whether to cancel world figure skating championships | https://t.co/MFSyeci7a0 https:/…,Coronavirus: Quebec trying to determine whether to cancel world figure skating championships |  https,Coronavirus Quebec try to determine whether to cancel world figure skate championship http
278,727,RT @spwells: Coronavirus: ‘Recovered’ patient dies as China reports discharged cases falling ill again https://t.co/yfUs8XgAke,Coronavirus: ‘Recovered’ patient dies as China reports discharged cases falling ill again ,Coronavirus Recovered patient dy a China report discharge case fall ill again
279,973,"Coronavirus: The Ontario Hockey League says it's limiting access to dressing rooms and team facilities going forward.
https://t.co/KjD3uytaXM","Coronavirus: The Ontario Hockey League says it's limiting access to dressing rooms and team facilities going forward.
",Coronavirus The Ontario Hockey League say it is limit access to dress room and team facility go forward
280,939,"RT @AM980News: Coronavirus: The Ontario Hockey League says it's limiting access to dressing rooms and team facilities going forward.
https:…","Coronavirus: The Ontario Hockey League says it's limiting access to dressing rooms and team facilities going forward.
https",Coronavirus The Ontario Hockey League say it is limit access to dress room and team facility go forward http
281,208,RT @TheRickWilson: Coronavirus: This Is How Air Evacuation Of Patients Under Biosafety Containment Works: https://t.co/vdWXtD559D via @thea…,Coronavirus: This Is How Air Evacuation Of Patients Under Biosafety Containment Works via @thea,Coronavirus This Is How Air Evacuation Of Patients Under Biosafety Containment Works via thea
282,1157,"Coronavirus: Toronto schools, universities on alert amid reports parents of students shared flight with patient - National Post: https://t.co/eaMpYY6jlZ","Coronavirus: Toronto schools, universities on alert amid reports parents of students shared flight with patient - National Post",Coronavirus Toronto school university on alert amid report parent of student share flight with patient National Post
283,838,"Coronavirus US: How canceled classes and events and self-quarantines save lives, in one chart - Vox https://t.co/S7nCuBeDET","Coronavirus US: How canceled classes and events and self-quarantines save lives, in one chart - Vox ",Coronavirus US How cancel class and event and save life in one chart Vox
284,1064,"Coronavirus Update from Royal Tails Owner Charlene Davidson: 
The past two months since the coronavirus #outbreak has been a thought provoking and growing concern in my mind as both a pet parent and business owner. 
I know this is a stressful and confusi… https://t.co/fxDk49slDU https://t.co/FZDgqcp8iB","Coronavirus Update from Royal Tails Owner Charlene Davidson: 
The past two months since the coronavirus #outbreak has been a thought provoking and growing concern in my mind as both a pet parent and business owner. 
I know this is a stressful and confusi…  ",Coronavirus Update from Royal Tails Owner Charlene Davidson The past two month since the coronavirus outbreak have be thought provoke and grow concern in my mind a both pet parent and business owner know this be stressful and
285,940,Coronavirus and your #mentalhealth: Two experts explain why we panic and how to cope: https://t.co/FiRqb6UFvv via @torontostar,Coronavirus and your #mentalhealth: Two experts explain why we panic and how to cope via @torontostar,Coronavirus and your mentalhealth Two expert explain why we panic and how to cope via torontostar
286,784,RT @StewartMcDonald: Coronavirus is extremely serious. The best way we can all help stop it spreading is by ensuring we are armed with the…,Coronavirus is extremely serious. The best way we can all help stop it spreading is by ensuring we are armed with the,Coronavirus be extremely serious The best way we can all help stop it spread be by ensure we be arm with the
287,1148,RT @kathbarbadoro: Coronavirus is scary enough to make Americans racist about Chinese people but not scary enough to make Americans start w…,Coronavirus is scary enough to make Americans racist about Chinese people but not scary enough to make Americans start w,Coronavirus be scary enough to make Americans racist about Chinese people but not scary enough to make Americans start
288,15,"RT @BillAlberta: Coronavirus is spreading wild wide and cities are being locked down, air travel shutdown, airports monitoring for the viru…","Coronavirus is spreading wild wide and cities are being locked down, air travel shutdown, airports monitoring for the viru",Coronavirus be spread wild wide and city be be lock down air travel shutdown airport monitoring for the viru
289,594,RT @spencerkeys: Coronavirus is such a perfect example of why every professional workplace should be equipped to do remote work. Highly tra…,Coronavirus is such a perfect example of why every professional workplace should be equipped to do remote work. Highly tra,Coronavirus be such perfect example of why every professional workplace should be equip to do remote work Highly tra
290,328,"RT @MailOnline: Coronavirus 'could be 1,000 times more infectious than SARS', scientists warn as they discover it plagues the body the same…","Coronavirus 'could be 1,000 times more infectious than SARS', scientists warn as they discover it plagues the body the same",Coronavirus be time more infectious than SARS scientist warn a they discover it plague the body the same
291,653,"RT @GTAinMotion: #Coronavirus can travel twice as far as official ‘safe distance’ and stay in air for 30 minutes,  researchers found that a…","#Coronavirus can travel twice as far as official ‘safe distance’ and stay in air for 30 minutes,  researchers found that a",Coronavirus can travel twice a far a official safe distance and stay in air for 30 minute researcher found that
292,236,"RT @rginsberg2: #Coronavirus cases among health workers climb, underscoring the chaos on an outbreak’s front lines https://t.co/e0bL45dUqv…","#Coronavirus cases among health workers climb, underscoring the chaos on an outbreak’s front lines ",Coronavirus case among health worker climb underscore the chaos on an outbreak front line
293,70,RT @Reuters: Coronavirus cases on cruise liner off Japan jump to 61 https://t.co/yCI8zTOFze https://t.co/hkDfOzkT7X,Coronavirus cases on cruise liner off Japan jump to 61  ,Coronavirus case on cruise liner off Japan jump to 61
294,510,RT @washingtonpost: Coronavirus could halt the world’s emissions growth. Not that we should feel good about that. https://t.co/24F17tmcWO,Coronavirus could halt the world’s emissions growth. Not that we should feel good about that. ,Coronavirus could halt the world emission growth Not that we should feel good about that
